trace_id,timestamp,agent,event_type,span_id,parent_span_id,payload
dcebb976e9b84f2cbeace49df244d916,2025-11-29T11:09:49.213357Z,EvaluatorAgent,evaluator.validate.end,1b991cf296334d4ab6bfbb2faad33772,9448285c60514a8b9aebe2dfc7cb9f7c,"{""validation"": {""sample_size"": 1, ""total_impressions"": 40462, ""mean_ctr"": 0.00862537689684148, ""mean_roas"": 0.763236485704364, ""confidence"": 0.7, ""comment"": ""Validated successfully.""}}"
